title,year published,funders
A synonymous variant in MYO15A enriched in the Ashkenazi Jewish population causes autosomal recessive hearing loss due to abnormal splicing.,2021,Department of Health| NIDCD NIH HHS
Facilitating collaboration in rare genetic disorders through effective matchmaking in DECIPHER.,2015,Wellcome Trust
The mzTab Data Exchange Format: Communicating Mass-spectrometry-based Proteomics and Metabolomics Experimental Results to a Wider Audience,2014,NIGMS NIH HHS| Biotechnology and Biological Sciences Research Council| Wellcome Trust
Addressing disparities and challenges in underserved patient populations with metastatic breast cancer in Europe.,2020,Pfizer
Genetic testing in dementia - utility and clinical strategies.,2020,Medical Research Council
Recommendations for the development of Egyptian human biobanking ethical guidelines.,2021,Wellcome Trust
How to deal with uncertainty in prenatal genomics: A systematic review of guidelines and policies.,2021,Wellcome Trust
Creating an enabling environment for investment in climate services: The case of Uruguay’s National Agricultural Information System,2017,Seventh Framework Programme| Economic and Social Research Council| European Research Council
Biological material collection to advance translational research and treatment of children with CNS tumours: position paper from the SIOPE Brain Tumour Group,2018,Cancer Research UK
Transnational access to large prospective cohorts in Europe: Current trends and unmet needs.,2018,Medical Research Council
Human fetal whole-body postmortem microfocus computed tomographic imaging.,2021,Medical Research Council| Department of Health
Repair: The Interface Between Interaction and Cognition.,2018,Research Councils UK| Engineering and Physical Sciences Research Council
Tightrope walking towards maximising secondary uses of digitised health data: a qualitative study.,2016,Medical Research Council| Chief Scientist Office
Increasing value and reducing waste in biomedical research regulation and management,2014,Intramural NIH HHS| Medical Research Council
Perspectives of different stakeholders on data use and management in public health emergencies in sub-Saharan Africa: a meeting report,2021,"Department for International Development, UK Government| Wellcome Trust"
Experiments of an IoT-based wireless sensor network for flood monitoring in Colima  Mexico,2021,Engineering and Physical Sciences Research Council
Adaptation and validation of the ACMG/AMP variant classification framework for MYH7-associated inherited cardiomyopathies: recommendations by ClinGen’s Inherited Cardiomyopathy Expert Panel,2018,Medical Research Council| Department of Health| NHGRI NIH HHS| British Heart Foundation| Wellcome Trust
Obtaining informed consent for genomics research in Africa: analysis of H3Africa consent documents,2015,NIMH NIH HHS| Wellcome Trust
Harmonising data systems for cash transfer programming in emergencies in Somalia,2020,Department for International Development
malariaAtlas: an R interface to global malariometric data hosted by the Malaria Atlas Project,2018,Medical Research Council| Bill & Melinda Gates Foundation
Environmental Public Health Tracking: a cost-effective system for characterizing the sources  distribution and public health impacts of environmental hazards.,2016,Department of Health
PyOmeroUpload: A Python toolkit for uploading images and metadata to OMERO,2020,Biotechnology and Biological Sciences Research Council| Wellcome Trust
Blood eosinophil guided prednisolone therapy for exacerbations of COPD: a further analysis,2014,Medical Research Council| Department of Health
Availability  access  analysis and dissemination of small-area data.,2020,Small Area Health Statistics Unit| Public Health England| UK Medical Research Council| MRC-PHE Centre for Environment and Health
FAANG  establishing metadata standards  validation and best practices for the farmed and companion animal community.,2018,Biotechnology and Biological Sciences Research Council
Perspectives of different stakeholders on data use and management in public health emergencies in sub-Saharan Africa: a meeting report,2021,"Department for International Development, UK Government| Wellcome Trust"
When data protection by design and data subject rights clash,2018,Engineering and Physical Sciences Research Council
An extensible big data software architecture managing a research resource of real-world clinical radiology data linked to other health data from the whole Scottish population.,2020,Medical Research Council| Department of Health
Knowledge gaps and research priorities in tuberculous meningitis.,2019,Medical Research Council| NIAID NIH HHS
The PRIDE database and related tools and resources in 2019: improving support for quantification data.,2018,Biotechnology and Biological Sciences Research Council| NIGMS NIH HHS| European Research Council
Genomic variant sharing: a position statement,2019,Wellcome Trust
UK smart cities present and future: An analysis of British smart cities through current and emerging technologies and practices,2020,Engineering and Physical Sciences Research Council
MetaboLights--an open-access general-purpose repository for metabolomics studies and associated meta-data.,2012,Medical Research Council| Biotechnology and Biological Sciences Research Council
UK smart cities present and future: An analysis of British smart cities through current and emerging technologies and practices,2020,Engineering and Physical Sciences Research Council
Developing and Validating a Survival Prediction Model for NSCLC Patients Through Distributed Learning Across 3 Countries,2017,NCI NIH HHS| Cancer Research UK
Risk of postoperative acute kidney injury in patients undergoing orthopaedic surgery—development and validation of a risk score and effect of acute kidney injury on survival: observational cohort study,2015,Chief Scientist Office
Border control in a healthcare setting is not in the public's best interests.,2017,Medical Research Council
De novo mutations in MED13  a component of the Mediator complex  are associated with a novel neurodevelopmental disorder.,2018,Nederlandse Organisatie voor Wetenschappelijk Onderzoek| Health Innovation Challenge Fund| National Human Genome Research Institute| NHGRI NIH HHS| NIEHS NIH HHS| Wellcome Trust
One in 30 people in the UK take part in cohort studies.,2014,Medical Research Council
Use of the Predictive Sugars Biomarker to Evaluate Self-Reported Total Sugars Intake in the Observing Protein and Energy Nutrition (OPEN) Study,2011,Intramural NIH HHS| Medical Research Council
Computerised cognitive behaviour therapy (cCBT) as treatment for depression in primary care (REEACT trial): large scale pragmatic randomised controlled trial,2015,Department of Health
A multicriteria resource allocation model for the redesign of services following birth,2018,Economic and Social Research Council
Two databases derived from BGC-Argo float measurements forbiogeochemical and bio-optical applications at the global scale,2017,Natural Environment Research Council| Agence Nationale de la Recherche| European Commission| European Research Council
Treating the invisible: Gaps and opportunities for enhanced TB control along the Thailand-Myanmar border,2017,Wellcome Trust
The impact of delayed transfers of care on emergency departments: common sense arguments  evidence and confounding,2019,National Institute for Health Research
Inclusion of pregnant women in antiretroviral drug research: what is needed to move forwards?,2019,Wellcome Trust
The FAANG Data Portal: Global  Open-Access  “FAIR”  and Richly Validated Genotype to Phenotype Data for High-Quality Functional Annotation of Animal Genomes,2021,Horizon 2020| Biotechnology and Biological Sciences Research Council
Safety and effectiveness of recombinant human bone morphogenetic protein-2 for spinal fusion: a meta-analysis of individual-participant data.,2013,Medical Research Council
e-Science-towards the cloud: infrastructures  applications and research.,2012,Biotechnology and Biological Sciences Research Council
Self-Supervised Ultrasound to MRI Fetal Brain Image Synthesis,2020,Department of Health
Two databases derived from BGC-Argo float measurements for marine biogeochemical and bio-optical applications,2017,Natural Environment Research Council| Agence Nationale de la Recherche| European Commission| European Research Council
Meteorological and evaluation datasets for snow modelling at 10 reference sites: description of in situ and bias-corrected reanalysis data,2019,Natural Environment Research Council
Understandings of genomic research in developing countries: a qualitative study of the views of MalariaGEN participants in Mali.,2015,Medical Research Council| Wellcome Trust
GIFT-Cloud,2016,Medical Research Council
Cardiovascular outcomes associated with use of clarithromycin: population based study.,2016,Medical Research Council| Wellcome Trust
The dominant Anopheles vectors of human malaria in the Asia-Pacific region: occurrence data  distribution maps and bionomic précis,2011,Wellcome Trust
A risk-adjusted and anatomically stratified cohort comparison study of open surgery  endovascular techniques and medical management for juxtarenal aortic aneurysms-the UK COMPlex AneurySm Study (UK-COMPASS): a study protocol.,2021,Health Technology Assessment Programme
Opening up the coast,2018,British Geological Survey| Suffolk Coastal District Council| UK Natural Environment Research Council
Beyond Adoption: A New Framework for Theorizing and Evaluating Nonadoption  Abandonment  and Challenges to the Scale-Up  Spread  and Sustainability of Health and Care Technologies,2017,Department of Health| Wellcome Trust
Common data elements for predictors of pediatric sepsis: A framework to standardize data collection.,2021,NIAID NIH HHS| Wellcome Trust
Sharing public health data and information across borders: lessons from Southeast Asia.,2018,Economic and Social Research Council
Mitochondrial Disease Sequence Data Resource (MSeqDR): A global grass-roots consortium to facilitate deposition  curation  annotation  and integrated analysis of genomic data for the mitochondrial disease clinical and research communities,2014,Medical Research Council| NHGRI NIH HHS| NINDS NIH HHS
The ethics of AI in health care: A mapping review.,2020,Microsoft| Engineering and Physical Sciences Research Council| Google
Use of Big Data and Machine Learning Methods in the Monitoring and Evaluation of Digital Health Programs in India: An Exploratory Protocol,2019,NHGRI NIH HHS| Wellcome Trust
“Giving something back”: A systematic review and ethical enquiry into public views on the use of patient data for research in the United Kingdom and the Republic of Ireland,2018,Wellcome Trust
A sustainable solution for the activities of the European Network for Surveillance of Congenital Anomalies: EUROCAT as part of the EU Platform on Rare Diseases Registration,2018,Medical Research Council
Free breathing contrast-enhanced time-resolved magnetic resonance angiography in pediatric and adult congenital heart disease.,2015,British Heart Foundation
Protocol for the development of a repository of individual participant data from randomised controlled trials conducted in adult care homes (the Virtual International Care Homes Trials Archive (VICHTA)).,2021,Health Services and Delivery Research Programme
Digital health Systems in Kenyan Public Hospitals: a mixed-methods survey,2020,Medical Research Council| Wellcome Trust
Recommendations for the development of Egyptian human biobanking ethical guidelines,2021,Wellcome Trust
A trait-based approach to plant species selection to increase functionality of farmland vegetative strips.,2019,Syngenta International| Harper Adams University| Biotechnology and Biological Sciences Research Council
Potential path volume (PPV): a geometric estimator for space use in 3D,2019,Leverhulme Trust
Is living in a gas-flaring host community associated with being hypertensive? Evidence from the Niger Delta region of Nigeria.,2017,Department for International Development
The impact of postsynaptic density 95 blocking peptide (Tat-NR2B9c) and an iNOS inhibitor (1400W) on proteomic profile of the hippocampus in C57BL/6J mouse model of kainate-induced epileptogenesis.,2019,Medical Research Council| NINDS NIH HHS
Challenges in accessing routinely collected data from multiple providers in the UK for primary studies: Managing the morass.,2018,Medical Research Council
The Potential of Research Drawing on Clinical Free Text to Bring Benefits to Patients in the United Kingdom: A Systematic Review of the Literature.,2021,Engineering and Physical Sciences Research Council
Positive impact of preventative chemotherapy during a national helminth control program: Perception and KAP.,2020,Department of Health| Wellcome Trust
"""Let's get the best quality research we can"": public awareness and acceptance of consent to use existing data in health research: a systematic review and qualitative study.",2013,Medical Research Council| Department of Health| Cancer Research UK
Big data from electronic health records for early and late translational cardiovascular research: challenges and potential,2017,Medical Research Council| British Heart Foundation| Department of Health| Wellcome Trust
The PROCLIPI international registry of early-stage mycosis fungoides identifies substantial diagnostic delay in most patients,2018,Cancer Research UK
Sharing clinical trial data,2016,Medical Research Council
Predictors of the effects of treatment for shoulder pain: protocol of an individual participant data meta-analysis,2019,Department of Health
Representation of people with comorbidity and multimorbidity in clinical trials of novel drug therapies: an individual-level participant data analysis,2019,Medical Research Council| Wellcome Trust
Fingolimod (FTY720) is not protective in the subacute MPTP mouse model of Parkinson's disease and does not lead to a sustainable increase of brain‐derived neurotrophic factor,2018,Novartis
Longitudinal Associations of Mental Disorders With Physical Diseases and Mortality Among 2.3 Million New Zealand Citizens.,2021,Medical Research Council| NIA NIH HHS| NICHD NIH HHS
Data standards can boost metabolomics research  and if there is a will  there is a way,2015,Medical Research Council| Biotechnology and Biological Sciences Research Council
MRI as a frontrunner in the search for amyotrophic lateral sclerosis biomarkers,2011,Medical Research Council| Motor Neurone Disease Association
Clinical governance programme in patients with acute coronary syndrome: design and methodology of a quality improvement initiative.,2020,AstraZeneca
Impact of Maternal HIV Seroconversion during Pregnancy on Early Mother to Child Transmission of HIV (MTCT) Measured at 4-8 Weeks Postpartum in South Africa 2011-2012: A National Population-Based Evaluation.,2015,Medical Research Council| PEPFAR| World Health Organization| NCHHSTP CDC HHS
VALIDATE: Exploiting the synergy between complex intracellular pathogens to expedite vaccine research and development for tuberculosis  leishmaniasis  melioidosis and leprosy,2018,Medical Research Council
Spatial datasets of radionuclide contamination in the Ukrainian Chernobyl Exclusion Zone,2017,Natural Environment Research Council
Portable  low cost and sensitive cavity enhanced absorption (CEA) detection,2021,Department of Health
Effects of low-dose hydrocortisone and hydrocortisone plus fludrocortisone in adults with septic shock: a protocol for a systematic review and meta-analysis of individual participant data,2020,Department of Health
Boundaries and e-health implementation in health and social care,2012,Chief Scientist Office
Why did some practices not implement new antibiotic prescribing guidelines on urinary tract infection? A cohort study and survey in NHS England primary care,2018,Department of Health
A Generic Approach for Live prediction of the risk of agricultural field runoff and delivery to watercourses: linking parsimonious soil-water-connectivity models with live weather data APIs in decision tools,2019,Natural Environment Research Council| Biotechnology and Biological Sciences Research Council
A qualitative study of design stakeholders’ views of developing and implementing a registry-based learning health system,2020,Department of Health| Wellcome Trust
Integrated screening of migrants for multiple infectious diseases: Qualitative study of a city-wide programme.,2020,Medical Research Council
Comprehending the Health Informatics Spectrum: Grappling with System Entropy and Advancing Quality Clinical Research,2017,Wellcome Trust
Demographic and practice factors predicting repeated non-attendance in primary care: a national retrospective cohort analysis.,2017,Chief Scientist Office
Toward the Development of Data Governance Standards for Using Clinical Free-Text Data in Health Research: Position Paper,2020,Medical Research Council
"""It's a life you're playing with"": A qualitative study on experiences of NHS maternity services among undocumented migrant women in England",2020,Department of Health
Neuroharmony: A new tool for harmonizing volumetric MRI data from unseen scanners,2020,NIMH NIH HHS| NIGMS NIH HHS| NIBIB NIH HHS| NCRR NIH HHS| NINDS NIH HHS| Wellcome Trust
Analysis of exome data for 4293 trios suggests GPI-anchor biogenesis defects are a rare cause of developmental disorders,2017,Department of Health| Wellcome Trust
DANA: Dimension-Adaptive Neural Architecture for Multivariate Sensor Data,2021,EPSRC
Big health data: the need to earn public trust.,2016,Medical Research Council| Department of Health
Prediction models for diagnosis and prognosis of covid-19: systematic review and critical appraisal,2020,NHLBI NIH HHS| NIGMS NIH HHS| Cancer Research UK
Getting It Right for Every Child: A National Policy Framework to Promote Children's Well-being in Scotland  United Kingdom,2016,Chief Scientist Office
Developing an ethical framework for asymptomatic COVID-19 testing programmes in higher education institutions,2021,National Institute for Health Research| The Health Foundation| Wellcome Trust
A mathematical model for designing networks of C-Reactive Protein point of care testing.,2019,Department of Health
Exploring the impact of analysis software on task fMRI results.,2019,Wellcome Trust
Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP,2021,European Research Council ()| H2020 European Research Council| Biotechnology and Biological Sciences Research Council
Study protocol: an open-label individually randomised controlled trial to assess the efficacy of artemether-lumefantrine prophylaxis for malaria among forest goers in Cambodia.,2021,Wellcome Trust
Mapping English GP prescribing data: a tool for monitoring health-service inequalities,2013,Medical Research Council
Meteorological and evaluation datasets for snow modelling at ten reference sites: description of in situ and bias-corrected reanalysis data,2019,Natural Environment Research Council
Educational and health outcomes of children and adolescents receiving antidepressant medication : Scotland-wide retrospective record linkage cohort study of 766 237 schoolchildren,2020,Medical Research Council| Wellcome Trust
Mathematical modeling of the West Africa Ebola epidemic.,2015,Medical Research Council| NIGMS NIH HHS
Family tree and ancestry inference: is there a need for a ‘generational’ consent?,2015,Medical Research Council
Examining variations in prescribing safety in UK general practice: cross sectional study using the Clinical Practice Research Datalink.,2015,Medical Research Council
The MOMENTUM Study: An International Registry for the Evidence-Based Introduction of MR-Guided Adaptive Therapy,2020,Medical Research Council| NCI NIH HHS
Research Review: Recommendations for reporting on treatment trials for child and adolescent anxiety disorders – an international consensus statement,2020,Department of Health
“It’s a complex mesh”- how large-scale health system reorganisation affected the delivery of the immunisation programme in England: a qualitative study,2016,National Institute for Health Research
Epidemiological profile and north-south gradient driving baseline systemic involvement of primary Sjögren's syndrome.,2019,Medical Research Council
A One Health Evaluation of the Southern African Centre for Infectious Disease Surveillance.,2018,Wellcome Trust
Pan-cancer analysis of whole genomes,2020,Medical Research Council| NIGMS NIH HHS| Pancreatic Cancer UK| NHGRI NIH HHS| NCI NIH HHS| NIEHS NIH HHS| Wellcome Trust
BMC Systems Biology - SEEK: a systems biology data and model management platform,2015,Biotechnology and Biological Sciences Research Council
Safety of live attenuated influenza vaccine in young people with egg allergy: multicentre prospective cohort study,2015,Medical Research Council| Department of Health
Use of mobile technology-based participatory mapping approaches to geolocate health facility attendees for disease surveillance in low resource settings.,2018,Medical Research Council
Experiences in running a complex electronic data capture system using mobile phones in a large-scale population trial in southern Nepal,2017,Medical Research Council| Wellcome Trust
Self-reported and routinely collected electronic healthcare resource-use data for trial-based economic evaluations: the current state of play in England and considerations for the future,2019,Medical Research Council
A cross-sectional ecological analysis of international and sub-national health inequalities in commercial geospatial resource availability,2018,Economic and Social Research Council
Assessing Markers of Reproducibility and Transparency in Smoking Behaviour Change Intervention Evaluations,2021,Wellcome Trust
Developing routinely recorded clinical data from electronic patient records as a national resource to improve neonatal health care: the Medicines for Neonates research programme,2019,Department of Health and Social Care| National Institute for Health Research| GE Healthcare| Nutricia Research Foundation| Abbott Laboratories
High resolution age-structured mapping of childhood vaccination coverage in low and middle income countries,2018,NICHD NIH HHS| Wellcome Trust
GigaScience - PhenoMeNal: processing and analysis of metabolomics data in the cloud,2018,Biotechnology and Biological Sciences Research Council
Exploring the role and function of trial steering committees: results of an expert panel meeting.,2015,Medical Research Council
Towards an appropriate ethics framework for Health and Demographic Surveillance Systems (HDSS): learning from issues faced in diverse HDSS in sub-Saharan Africa.,2021,EPA| Wellcome Trust
Large-scale flood risk assessment under different development strategies: the Luanhe River Basin in China,2021,Natural Environment Research Council
Could scale-up of parenting programmes improve child disruptive behaviour and reduce social inequalities? Using individual participant data meta-analysis to establish for whom programmes are effective and cost-effective,2017,Public Health Research programme
Implementing parasite genotyping into national surveillance frameworks: feedback from control programmes and researchers in the Asia–Pacific region,2020,"Medical Research Council| Department of Foreign Affairs and Trade, Australian Government| National Health and Medical Research Council of Australiaherche Médicale (FR)| Medical Research Council (UK)| Bill and Melinda Gates Foundation| Wellcome Trust"
Beware of the pendulum swing: How leaders can sustain rapid technology innovation beyond the COVID-19 crisis,2020,National Institute for Health Research
Co-developing climate services for public health: Stakeholder needs and perceptions for the prevention and control of Aedes-transmitted diseases in the Caribbean.,2019,United States Agency for International Development| Royal Society
A Social Media Campaign (#datasaveslives) to Promote the Benefits of Using Health Data for Research Purposes: Mixed Methods Analysis.,2021,Medical Research Council
Fragmentation  auto-modification and post ionisation proton bound dimer ion formation: the differential mobility spectrometry of low molecular weight alcohols,2016,Engineering and Physical Sciences Research Council
Toward a Risk-Utility Data Governance Framework for Research Using Genomic and Phenotypic Data in Safe Havens: Multifaceted Review.,2020,Medical Research Council
Ethics preparedness: facilitating ethics review during outbreaks - recommendations from an expert panel,2019,World Health Organization| Wellcome Trust
Precompetitive Consensus Building to Facilitate the Use of Digital Health Technologies to Support Parkinson Disease Drug Development through Regulatory Science.,2020,Medical Research Council| Parkinson's UK| FDA HHS
Severe mental illness diagnosis in English general hospitals 2006-2017: A registry linkage study,2020,Department of Health
Evaluating improvement interventions using routine data to support a learning health system: research design  data access  analysis and reporting,2020,Chief Scientist Office
Understanding the ethical and legal considerations of Digital Pathology.,2021,PathLAKE Centre of Excellence| Industrial Strategy Challenge Fund| Oxford University| Innovate UK| UK Research and Innovation (UKRI)| National Institute for Health Research (NIHR) Oxford Biomedical Research Centre (BRC)
Patient Perspectives on Sharing Anonymized Personal Health Data Using a Digital System for Dynamic Consent and Research Feedback: A Qualitative Study,2016,Medical Research Council| Wellcome Trust
Assessing Forest/Non-Forest Separability Using Sentinel-1 C-Band Synthetic Aperture Radar,2020,Natural Environment Research Council
Evidence synthesis software,2018,Medical Research Council
ICC-dementia (International Centenarian Consortium - dementia): an international consortium to determine the prevalence and incidence of dementia in centenarians across diverse ethnoracial and sociocultural groups,2016,Medical Research Council| NIA NIH HHS
To remain or leave: Dispersal variation and its genetic consequences in benthic freshwater invertebrates.,2019,Natural Environment Research Council
Investigation of antihypertensive class  dementia  and cognitive decline: A meta-analysis.,2019,Medical Research Council| Department of Health| NIA NIH HHS
Developing a Hypothetical Implementation Framework of Expectations for Monitoring Early Signs of Psychosis Relapse Using a Mobile App: Qualitative Study,2019,Department of Health| Chief Scientist Office
Benefits and harms of Risperidone and Paliperidone for treatment of patients with Schizophrenia or Bipolar disorder: A meta-analysis involving individual participant data and clinical study reports,2021,NIHR School for Primary Care Research
How should individual participant data (IPD) from publicly funded clinical trials be shared,2015,Medical Research Council| Wellcome Trust
Best practice for analysis of shared clinical trial data.,2016,Medical Research Council
Meeting report: Global alliance for research on avian diseases 2018  International Conference  January 17 to 19  2018  Hanoi  Vietnam,2019,Biotechnology and Biological Sciences Research Council
A rapid and reproducible picture of open access health facility data in Africa to support the COVID-19 response,2020,"Department for International Development, UK Government| Global Malaria Programme, World Health Organization| DELTAS Africa Initiative| Wellcome Trust"
