title,year published,funders
The convergence of computational and social approaches for unveiling meaningful and valuable data,2019,Ministry of Science and Technology and Ministry of Education (MOE) in Taiwan| Preserving the Research Workflow in Biology and Medicine
iiWAS - Query Relaxation using Spreading-Activation and SKOS-Ontologies,2019,Das Bundesministerium für Bildung und Forschung (BMBF)
UISTD: A Trust-Aware Model for Diverse Item Personalization in Social Sensing with Lower Privacy Intrusion.,2018,the Natural Science Foundation of Shandong Province of China| the project of Shandong Province Higher Educational Science and Technology Program| the National Natural Science Foundation of China| the financial support from the China Scholarship Council
Morphology Specific Stepwise Learning of In-Hand Manipulation With a Four-Fingered Hand,2020,"Waseda University| JSPS Research Fellowship for Young Scientists| JSPS Grant-in-Aid for Scientific Research| Ministry of Education, Culture, Sports, Science and Technology"
DG.O - What is a data ecosystem,2018,Pernambuco State Science and Technology Support Foundation (FACEPE)| National Institute of Science and Technology for Software Engineering (INES)
CompanionViz: Mediated platform for gauging canine health and enhancing human–pet interactions,2017,Pennsylvania State University| National Science Foundation| Big Data Social Science
An Efficient Ciphertext-Policy Attribute-Based Encryption Scheme Supporting Collaborative Decryption with Blockchain,2021,National Natural Science Foundation of China| Foundation for Distinguished Young Talents in Higher Education of Guangdong| the Peng Cheng Laboratory Project| Basic and Applied Basic Research Foundation of Guangdong| the Guangdong Pearl River Talent Recruitment Program
SkePU 3: Portable High-Level Programming of Heterogeneous Systems and HPC Clusters,2021,National Graduate School in Computer Science| Horizon 2020 Framework Programme
The Personalized Parkinson Project: examining disease progression through broad biomarkers in early Parkinson’s disease,2019,Radboud Universiteit| Gemeente Nijmegen| Radboud Universitair Medisch Centrum| Provincie Gelderland| Verily Life Scineces LLC| Top Sector Life Sciences and Health
Parental Incarceration and Child Health in the United States.,2018,Institute for the Social Sciences at Cornell University| William T. Grant Foundation| Foundation for Child Development
Taxonomy of justifications for consent waivers: When and why are public views relevant?,2019,Royal Society of New Zealand Marsden Fund
Labour law treatment of health  work ability and personal integrity of the employees,2014,"Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja"
GEM-NET: Lessons in Multi-Institution Teamwork Using Collaboration Software,2019,Division of Chemistry
Challenges and strategies to facilitate formulation development of pediatric drug products: Safety qualification of excipients.,2017,Intramural FDA HHS| Medical Research Council
Understanding pivotal experiences in behavior change for the design of technologies for personal wellbeing.,2018,University of Washington Innovation Research| National Science Foundation
CSCloud/EdgeCom - Prediction and Detection of Cyberattacks using AI Model in Virtualized Wireless Networks,2021,Howard University| National Science Foundation
Content-aware web robot detection,2020,State Scholarships Foundation
A Deep Cascade of Convolutional Neural Networks for Dynamic MR Image Reconstruction,2017,EPSRC Programme
Intellectual property and data ownership in the age of video recording in the operating room.,2021,Society of American Gastrointestinal and Endoscopic Surgeons
Uttarakhand State Geo-Portal for Decentralized Governance,2018,"Indian Institute of Technology, Bombay"
IEEE BigData - Leveraging Differential Privacy in Geospatial Analyses of Standardized Healthcare Data,2020,National Center for Advancing Translational Sciences
The value of workforce data in shaping nursing workforce policy: A case study from North Carolina.,2016,Robert Wood Johnson Foundation
Write-only oblivious RAM-based privacy-preserved access of outsourced data,2016,"Agency for Science, Technology and Research"
Privacy-Aware Data Trading,2021,"National Natural Science Foundation of China| National Key Research and Development Program of China| Blockchain Core Technology Strategic Research Program of the Ministry of Education of China| International Joint Research Project of Faculty of Education, Beijing Normal University| Engineering Research Center of Intelligent Technology and Educational Application, Ministry of Education"
A User-Friendly Privacy Framework for Users to Achieve Consents With Nearby BLE Devices,2018,"Academia Sinica| JSPS KAKENHI| Taiwan Information Security Center| Ministry of Science and Technology, Taiwan"
Validation strategies for the interpretation of microstructure imaging using diffusion MRI,2018,Capital Region Research Foundation| Danish Council for Independent Research
APPIS - Linked open knowledge organization systems: definition of a method for reducing the traversing,2019,"Secretaría Nacional de Educación Superior, Ciencia y Tecnología of Ecuador (SENESCYT)"
The landscape of childhood vaccine exemptions in the United States.,2020,NIGMS NIH HHS| U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH)
MMSys - Open video datasets over operational mobile networks with MONROE,2018,Norges Forskningsråd| Ministerio de Economía y Competitividad| H2020 LEIT Information and Communication Technologies
BrainNet Europe’s Code of Conduct for brain banking,2015,Parkinson's UK| Medical Research Council
BIOPYDB: A Dynamic Human Cell Specific Biochemical Pathway Database with Advanced Computational Analyses Platform.,2018,"Council of Scientific and Industrial Research, India| Science and Engineering Research Board"
Demonstrably doing accountability in the Internet of Things,2018,Engineering and Physical Sciences Research Council
Joint Optimization of User Grouping and Transmitter Connection on Multi-Cell SNR Blind Interference Alignment,2016,National Science Foundation| NSFC China
Clinical applications of infrared and Raman spectroscopy: state of play and future challenges,2018,Department of Health
Residential mobility and socioemotional and behavioural difficulties in a preschool population cohort of New Zealand children,2019,Health Research Council of New Zealand
Implementation and Analysis of Routing Protocols for LoRa Wireless Mesh Networks,2020,Paraíba State Research Foundation (FAPESQ-PB)| Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES)| Brazilian National Council for Scientific and Technological Development (CNPq)
Protecting healing relationships in the age of electronic health records: report from an international conference.,2019,Physicians Foundation
Privacy Engineering for Domestic IoT: Enabling Due Diligence.,2019,Engineering and Physical Sciences Research Council
EpilepsyGAN: Synthetic Epileptic Brain Activities With Privacy Preservation,2021,MyPreHealth Research Project| Knut och Alice Wallenbergs Stiftelse| PEDESITE Swiss NSF Sinergia Project| National Science Foundation
The future of public health informatics: alternative scenarios and recommended strategies.,2014,NCCDPHP CDC HHS
H3Africa multi-centre study of the prevalence and environmental and genetic determinants of type 2 diabetes in sub-Saharan Africa: study protocol.,2016,Wellcome Trust| Medical Research Council
Using Visual Exploratory Data Analysis to Facilitate Collaboration and Hypothesis Generation in Cross-Disciplinary Research,2017,W. M. Keck Foundation| NSF
STAST - Investigation of the effect of fear and stress on password choice,2018,European Research Council (ERC)
OMA orthology in 2021: website overhaul  conserved isoforms  ancestral gene order and more.,2020,Swiss Institute of Bioinformatics| Swiss National Science Foundation
Attitudes of publics who are unwilling to donate DNA data for research.,2018,Wellcome Trust
A Comprehensive Review of Practical Issues for Interoperability Using the Common Information Model in Smart Grids,2020,Korea Institute of Energy Technology Evaluation and Planning
Perfectionism  negative motives for drinking  and alcohol-related problems: A 21-day diary study,2019,Social Sciences and Humanities Research Council Insight Development
Epidemiological Data Challenges: Planning for a More Robust Future Through Data Standards,2018,Defense Threat Reduction Agency
Motion codeword generation using selective subsequence clustering for human action recognition,2016,"Ministry of Science, ICT and Future Planning (KR)"
Error-Free Data Visualization and Processing through imzML and mzML Validation.,2018,TechnologieAllianzOberfranken| Deutsche Forschungsgemeinschaft
High-density EEG mobile brain/body imaging data recorded during a challenging auditory gait pacing task.,2019,U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH)
AsiaCCS - Multi-Writer Searchable Encryption: An LWE-based Realization and Implementation,2019,"Research Grants Council, University Grants Committee| National Natural Science Foundation of China| Nanjing University of Science and Technology| Innovation and Technology Commission"
Emerging security mechanisms for medical cyber physical systems,2016,US National Science Foundation
Coconut: An IDE Plugin for Developing Privacy-Friendly Apps,2018,Air Force Research Laboratory| National Science Foundation
Residential Vulnerability of Barcelona: Methodology Integrating Multi-Criteria Evaluation Systems and Geographic Information Systems,2021,Spanish Ministry of Science and Innovation
Investigating the Extent to Which Patients Should Control Access to Patient Records for Research: A Deliberative Process Using Citizens Juries,2018,Wellcome Trust| Medical Research Council
A Quantitative Framework for Measuring Personalized Medicine Integration into US Healthcare Delivery Organizations.,2021,Personalized Medicine Coalition
GenomeConnect: matchmaking between patients  clinical laboratories  and researchers to improve genomic knowledge.,2015,Intramural NIH HHS| PHS HHS| NCI NIH HHS| CCR NIH HHS| NHGRI NIH HHS
Intuitive Ontology-Based SPARQL Queries for RDF Data Exploration,2019,European Regional Development Fund| Österreichischen Akademie der Wissenschaften| Consejo Superior de Investigaciones Científicas
A Differentially Private Unscented Kalman Filter for Streaming Data in IoT,2018,Hubei Provincial Natural Science Foundation of China for Distinguished Young Scholars| National Natural Science Foundation of China| Fundamental Research Funds for the Central Universities| Applied Basic Research Project of Wuhan| Youth Elite Project of State Ethnic Affairs Commission of China
For Learning Analytics to Be Sustainable under GDPR—Consequences and Way Forward,2021,Stockholms Universitet
Clinical and research strategies for limb-girdle congenital myasthenic syndromes.,2018,Wellcome Trust| Medical Research Council
Attitudes and norms affecting scientists' data reuse.,2017,National Science Foundation (US)
CCS - Equitable Security: Optimizing Distribution of Nudges and Resources,2018,Facebook Fellowship| National Science Foundation Graduate Research Fellowship Program
Historical watershed stressors for the Laurentian Great Lakes.,2018,U.S. Environmental Protection Agency
"CHI - ""I'm hoping they're an ethical company that won't do anything that I'll regret"": Users Perceptions of At-home DNA Testing Companies",2020,Natural Sciences and Engineering Research Council of Canada| Canada Research Chairs
Research ethics consultation: an attempt and 5-year experience in a Japanese University Hospital.,2018,"Japan Agency for Medical Research and Development, AMED"
Measuring fluxes of trace gases and energy between ecosystems and the atmosphere - the state and future of the eddy covariance method.,2014,"US Department of Energy Terrestrial Carbon Program| AmeriFlux Management Project| University of California, Agricultural Experiment Station| USDA/AFRI, California Department of Water Resources"
Independent hospices for children and young people; Hospices North East,2019,James Knott Trust
Safeguarding the evidential value of forensic cryptocurrency investigations,2020,European Union's Horizon 2020 research and innovation programme
Enforcing Differential Privacy for Shared Collaborative Filtering,2017,"Beijing Natural Science Foundation| FDCT (Fundo para o Desenvolvimento das Ciencias e da Tecnologia)| Guangdong Key Laboratory of Popular High Performance Computers, Shenzhen Key Laboratory of Service Computing and Applications| China National Key Technology Research and Development Program"
Layered ontology-based multi-sourced information integration for situation awareness,2021,Agency for Defense Development
A Transmission Prediction Mechanism Exploiting Comprehensive Node Forwarding Capability in Opportunistic Networks,2019,“Mobile Health” Ministry of Education–China Mobile Joint Laboratory| National Natural Science Foundation of China
It is not enough that we require data to be shared; we have to make sharing easy  feasible and accessible too!,2019,European and Developing Countries Clinical Trials Partnership
SIGMOD Conference - Organizing Data Lakes for Navigation,2020,NSERC Strategic Grant
Trace Me If You Can: An Unlinkability Approach for Privacy-Preserving in Social Networks,2021,University of Malaya through research
Consensus core clinical data elements for meningiomas.,2021,Brain Tumour Charity| Canadian Institutes of Health Research
Application of the research electronic data capture (REDCap) system in a low- and middle income country– experiences  lessons  and challenges,2021,fogarty international center| Fogarty International Center
Pediatric nurses' perceptions of preparedness for global health fieldwork.,2020,Inquiry Investment Drives Evidence into Action (IDEA) Grant Program at Boston Children's Hospital
Presenting and sharing clinical data using the eTRIKS Standards Master Tree for tranSMART.,2018,Medical Research Council
Mining Available Data from the United States Environmental Protection Agency to Support Rapid Life Cycle Inventory Modeling of Chemical Manufacturing.,2016,U.S. Environmental Protection Agency
Revisiting The Governance of Privacy: Contemporary policy instruments in global perspective,2018,Social Sciences and Humanities Council of Canada
Flood risk assessment of environmental pollution hotspots,2018,Italian Ministry of Education| University of Pisa| University and Research (MIUR)
The mobile monitoring of black carbon and its association with roadside data in the Chinese megacity of Shanghai.,2017,National Natural Science Foundation of China| Shanghai Pujiang Program
Pseudonym Management Through Blockchain: Cost-Efficient Privacy Preservation on Intelligent Transportation Systems,2019,The PETRAS Internet of Things Research Hub
Towards Precision Medicine in the Clinic: From Biomarker Discovery to Novel Therapeutics,2016,Cancer Research UK
An Exploratory Pilot Study on Choking Episodes in Archery,2021,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior| Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina
Online advertising,2017,Government of Catalonia| European Commission| MINECO
SIGIR - PSGAN: A Minimax Game for Personalized Search with Limited and Noisy Click Data,2019,the Fundamental Research Funds for the Central Universities| National Natural Science Foundation of China| National Key R&D Program of China| the Research Funds of Renmin University of China
Privacy and security in cognitive cities: A systematic review,2021,"Ministerio de Ciencia y Tecnología| Universitat Rovira i Virgili| European Cooperation in Science and Technology| Generalitat de Catalunya| European Commission| Departament d'Innovació, Universitats i Empresa, Generalitat de Catalunya"
MISSILE: A System of Mobile Inertial Sensor-Based Sensitive Indoor Location Eavesdropping,2020,"Research Grants Council, University Grants Committee| National Natural Science Foundation of China| Huawei Technologies"
Blueprint for aligned data exchange for research and public health,2021,Office of the Secretary Patient-Centered Outcomes Research Trust Fund| Office of the Secretary Patient-Centered Outcomes Research Trust Fund under Interagency
A multi-site  multi-disorder resting-state magnetic resonance image database,2021,Japan Agency for Medical Research and Development (AMED)
La brecha de género en los Oscar: análisis de los premios concedidos a mujeres entre el 2000 y el 2020,2021,Ministerio de Ciencia e Innovación
Constructing differentiated educational materials using semantic annotation for sustainable education in IoT Environments,2018,Ministry of Information and Communication| Ministry of Education
What protects against pre-diabetes progressing to diabetes? Observational study of integrated health and social data.,2019,"Ministry for Business, Innovation and Employment"
The grant is dead  long live the data - migration as a pragmatic exit strategy for research data preservation,2019,Wellcome Trust| Biotechnology and Biological Sciences Research Council
Assessing the impact of land-cover changes on ecosystem services: A first step toward integrative planning in Bordeaux  France,2016,Suez Eau France
The Vehicular Social Network (VSN)-Based Sharing of Downloaded Geo Data Using the Credit-Based Clustering Scheme,2018,"Natural Science Foundation of Hubei Province| Ministry of Science and Technology, Taiwan"
A Computational Complexity-Based Method for Predicting Scholars’ Ages through Articles’ Information,2021,Dalian University of Technology
ShinyArchR.UiO: User-friendly  integrative and open-source tool for visualisation of single-cell ATAC-seq data using ArchR.,2021,University of Oslo| Research Council of Norway
DICOM-MIABIS integration model for biobanks: a use case of the EU PRIMAGE project.,2021,"Horizon 2020 (RIA, topic SC1-DTH-07-2018)"
CHI Extended Abstracts - Towards Responsible Data Practices in Digital Health: A case study of an open source community's journey,2021,The Rockefeller Foundation
Security  Privacy and Risks Within Smart Cities: Literature Review and Development of a Smart City Interaction Framework.,2020,University of Bradford
Blockchain-enabled Federated Learning: A Survey,2021,Science and Technology Development Fund| National Key R&D Program of China
Offline/Online Outsourced Attribute-Based Encryption with Partial Policy Hidden for the Internet of Things,2020,Innovative Scientists and Technicians Team of Henan Provincial High Education
The MIntAct project--IntAct as a common curation platform for 11 molecular interaction databases.,2013,British Heart Foundation| Telethon| NHLBI NIH HHS
FAT* - Fair decision making using privacy-protected data,2020,"Defense Sciences Office, DARPA| National Science Foundation"
Aiding Traffic Prediction Servers through Self-Localization to Increase Stability in Complex Vehicular Clustering,2021,Taif University
Research and Application of Data Security Protection Technology Based on Security Label,2020,State Grid Shandong Electric Power Company
BRCA Share: A Collection of Clinical BRCA Gene Variants.,2016,Quest DIagnostics| Laboratory Corporation of America
Radiogenomics for Precision Medicine With a Big Data Analytics Perspective,2018,Integrated Precision Medicine Technologies
TerraBrasilis: A Spatial Data Analytics Infrastructure for Large-Scale Thematic Mapping,2019,World Bank Group
Federated Networks for Distributed Analysis of Health Data.,2021,Nederlandse Organisatie voor Wetenschappelijk Onderzoek| Norges ForskningsrÃ¥d| ZonMw| Det Norske Veritas
European Journal of Human Genetics - RD-Connect  NeurOmics and EURenOmics: collaborative European initiative for rare diseases,2018,Medical Research Council
Wearable data analysis  visualisation and recommendations on the go using android middleware,2018,Brunel University
VivaxGEN: An open access platform for comparative analysis of short tandem repeat genotyping data in Plasmodium vivax populations.,2017,Wellcome Trust| Medical Research Council
DAGIoV: A Framework for Vehicle to Vehicle Communication Using Directed Acyclic Graph and Game Theory,2020,Jiangsu Key Research and Development| National Natural Science Foundation of China| National Key Research and Development Program of China Stem Cell and Translational Research| Brazilian National Council for Scientific and Technological Development| EU| FCT/MCTES
Assessment of transparency indicators across the biomedical literature: How open is open?,2021,NIDA NIH HHS| FDA HHS
SACMAT - Expressive Bilateral Access Control for Internet-of-Things in Cloud-Fog Computing,2021,the young talent promotion project of Fujian Science and Technology Association| Natural Science Foundation of China| Science Foundation of Fujian Provincial Science and Technology Agency
Cognitive Blind Interference Alignment for Macro-Femto Networks,2017,NSF| National Science Foundation| ARO| Spanish Ministry of Economy and Competitiveness
Systematic review and meta-analyses of studies analysing instructions to authors from 1987 to 2017,2021,Elsevier
OpenVIVO: Transparency in Scholarship,2018,National Institutes of Health| National Institute of General Medical Sciences| National Center for Advancing Translational Sciences
An Open Resource for Non-human Primate Imaging,2018,"Wellcome Trust| NIMH NIH HHS| NINDS NIH HHS| Medical Research Council| National Centre for the Replacement, Refinement and Reduction of Animals in Research| NIH HHS| NIA NIH HHS| NIBIB NIH HHS| NEI NIH HHS"
Transforming towards sustainable health and wellbeing systems: Eight guiding principles based on the experiences of nine Dutch Population Health Management initiatives.,2019,"Ministry of Health, Welfare and Sports"
From preventative to predictive maintenance: The organisational challenge:,2017,Innovate UK
New ideas for non-animal approaches to predict repeated-dose systemic toxicity: Report from an EPAA Blue Sky Workshop.,2020,"Agency for Science, Technology and Research"
Cohort Profile: The European Male Ageing Study,2012,Arthritis Research UK
AutoSec@CODASPY - Secure Traffic Lights: Replay Attack Detection for Model-based Smart Traffic Controllers,2020,U.S. National Science Foundation
Prediction of forest unit volume based on hybrid feature selection and ensemble learning,2019,Cross-funding Project of Beijing Education Commission| Social Science Project of Beijing Education Commission
CHI Extended Abstracts - Human-Data Interaction Through Design: An explorative step from theory to practice using Design as a vehicle,2021,Engineering and Physical Sciences Research Council
Survey for Sensor-Cloud System from Business Process Outsourcing Perspective,2015,Sangmyung University
New Horizons in the use of routine data for ageing research,2020,Wellcome Trust| The Dunhill Medical Trust
Trust  trustworthiness and sharing patient data for research.,2020,Oxford NIHR Biomedical Research Centre
Delivering proportionate governance in the era of eHealth: Making linkage and privacy work together,2013,Medical Research Council
Unravelling tumour heterogeneity using next-generation imaging: radiomics  radiogenomics  and habitat imaging.,2016,Cancer Research UK| NCI NIH HHS
ICIMTECH - Talent Ecological Environment Construction Based on Major Public Health Emergencies in the Era of Big Data,2021,"2020 Major (Key) Issues of Dalian Federation of Social Sciences, Research on the Cultivation and Incentive Mechanism of Technological Innovation Talents in Dalian| 2019 Liaoning Provincial Social Science Planning Fund Project, Research on the Coordinated Development of Scientific and Technological Innovation Talents and Regional Economy Under the Reform of the Labor Supply Side"
Economic Development and Female Labour Force Participation: The Case of European Union Countries,2019,Eusko Jaurlaritza
CARD 2017: expansion and model-centric curation of the comprehensive antibiotic resistance database,2016,Wellcome Trust| CIHR
Data transmission and remote control of Android mobile devices,2021,European Social Fund
Clinical photography: attitudes of practitioners specialized in oral mucosal diseases,2021,This research did not receive any specific funding.
Barriers to sharing water quality data: experiences from the Shale Network,2017,Penn State University| National Science Foundation
Launching a multidisciplinary European collaboration towards a cure for HIV: The EU2Cure Consortium.,2021,Aidsfonds
Towards the Design of Ethical Standards Related to Digital Mental Health and all Its Applications,2019,King's College London
BCB - A frequency-filtering strategy of obtaining PHI-free sentences from clinical data repository,2015,NIH
A Tale of Two Protected Areas: “Value and Nature Conservation” in Comparable National Parks in Estonia and Russia,2021,"EU ERASMUS+ PROGRAMME, Jean Monnet Projects"
Evolving attackers against wireless sensor networks using genetic programming,2017,Engineering and Physical Sciences Research Council
Research using free text data in medical records could benefit from dynamic consent and other tools for responsible governance,2020,Leverhulme Trust
Decentralized data outsourcing auditing protocol based on blockchain,2020,National Natural Science Foundation of China| Natural Science Basic Research Plan in Shaanxi Province of China| the Foundation of Guizhou Provincial Key Laboratory of Public Big Data| National Key Research and Development Program of China| National Cryptography Development Fund of China
Business Model of Energy Big Data Service Based on Business Canvas Theory,2020,Science and Technology Project of State Grid
An iterative coarse-to-fine sub-sampling method for density reduction of terrain point clouds,2019,Natural Science Foundation of Jiangsu Province| the University internal support RDF
DOLAP - A Semantic Model for Movement Data Warehouses,2014,CNPq| EU's IRSES-SEEK
Co-Designing Personal Health? Multidisciplinary Benefits and Challenges in Informing Diabetes Self-Care Technologies,2021,UK Research and Innovation| Innovate UK
Achieving Data Truthfulness and Privacy Preservation in Data Markets,2019,CCF Tencent Open Research Fund| China NSF| Scientific Research Foundation for the Returned Overseas Chinese Scholars| Shanghai Science and Technology fund| State Key Development Program for Basic Research of China
Active Coping and Anxiety Symptoms during the COVID-19 Pandemic in Spanish Adults.,2021,"Universidad Cooperativa de ​Colo​mb​ia| Consejería de Economía, Innovación, Ciencia y Empleo, Junta de Andalucía"
Research on the Influence Mechanism of Epidemic Information Disclosure on Screening Authenticity Information.,2021,Qilu University of Technology
Variants in GNAI1 cause a syndrome associated with variable features including developmental delay  seizures  and hypotonia.,2021,Wellcome Trust| NINDS NIH HHS| NHGRI NIH HHS
SensorDB: a virtual laboratory for the integration  visualization and analysis of varied biological sensor data.,2015,Grains Research and Development Corporation| National Collaborative Research Infrastructure Strategy
UCC - Developing GDPR Compliant User Data Policies for Internet of Things,2019,Engineering and Physical Sciences Research Council
Content-Centric Group User Authentication for Secure Social Networks,2020,National Natural Science Foundation of China| the 2015 Project of six personnel in Jiangsu Province| PAPD fund| State Key Laboratory of Information Security
Cohort profile: Early pandemic evaluation and enhanced surveillance of COVID-19 (EAVE II) database.,2021,National Institute for Health Research Health Technology Assessment Programme| Medical Research Council| UK Research and Innovation Industrial Strategy Challenge Fund and delivered through Health Data Research UK| Scottish Government| BREATHE-The Health Data Research Hub for Respiratory Health
International cooperation by (European) security and intelligence services: reviewing the creation of a joint database in light of data protection guarantees,2019,CTIVD| Dutch Organization for Scientific Research| VIDI Scheme| European Research Council
DEBS - An Autonomous and Dynamic Coordination and Discovery Service for Wide-Area Peer-to-peer Publish/Subscribe: Experience Paper,2017,United States National Science Foundation
Co-creation of five key research priorities across law enforcement and public health: A methodological example and outcomes.,2020,Scottish Institute of Policing Research
Enhancing Agricultural Geospatial Data Dissemination and Applications Using Geospatial Web Services,2014,"United States Department of Agriculture, National Agricultural Statistics Service"
Privacy Concerns and Disclosure of Biometric and Behavioral Data for Travel,2020,UK’s Engineering and Physical Sciences Research Council
Ethics and Informatics in the Age of COVID-19: Challenges and Recommendations for Public Health Organization and Public Policy.,2020,Arizona Board of Regents’ Technology Research and Innovation Fund| National Science Foundation
Data models  representation and adequacy-for-purpose,2021,FP7 People: Marie-Curie Actions| European Research Council
JCDL - Towards an Open Platform for Legal Information,2020,German Federal Ministry of Education and Research
Sharing longitudinal  non-biological birth cohort data: a cross-sectional analysis of parent consent preferences,2018,"Alberta Centre for Child, Family and Community Research"
Systems Medicine 2.0: Potential Benefits of Combining Electronic Health Care Records With Systems Science Models,2015,Wellcome Trust
The visualFields package: a tool for analysis and visualization of visual fields.,2013,NEI NIH HHS
Visualising world population density as an interactive multi-scale map using the global human settlement population layer,2017,Economic and Social Research Council
Open Knowledge Accessing Method in IoT-Based Hospital Information System for Medical Record Enrichment,2018,Science Foundation of Yunnan University| Natural Science Foundation China| Yunnan Applied Fundamental Research Project| Yunnan Provincial Young Academic and Technical Leaders Reserve Talents
A survey of the neuroscience resource landscape: perspectives from the neuroscience information framework.,2012,PHS HHS
Blockchain-Based Mobile Edge Computing Framework for Secure Therapy Applications,2018,King Saud University
Evaporation modelling using neural networks for assessing the self‐sustainability of a water body,2017,"Lucknow Development Authority, Lucknow, Uttar Pradesh, India"
A Blockchain-Based Proxy Re-Encryption With Equality Test for Vehicular Communication Systems,2021,National Natural Science Foundation of China| Cloud Technology Endowed Professorship| Guangdong Key Laboratory of Data Security and Privacy Protection| National Science Foundation| Major Science Research Project of Jiangsu Provincial Education Department
PIC  a paediatric-specific intensive care database.,2020,Chinese Ministry of Science and Technology | Department of S and T for Social Development (Department of S&amp;T for Social Development)| National Natural Science Foundation of China (National Science Foundation of China)
Efficient and Secure Cross-Domain Sharing of Blockchain Electronic Medical Records Based on Edge Computing,2021,Beijing University of Posts and Telecommunications
School's Out: Seasonal Variation in the Movement Patterns of School Children,2015,Medical Research Council
An open source 3-d printed modular micro-drive system for acute neurophysiology.,2014,NIDA NIH HHS| NIMH NIH HHS| NEI NIH HHS
Optimizing Geo-Distributed Data Analytics with Coordinated Task Scheduling and Routing,2020,Generation of Artificial Intelligence Science and Technology Major Project of Tianjin| National Natural Science Foundation of China| National Basic Research Program of China| Key research and Development Program for Guangdong Province
COVID-19 Research: Navigating the European General Data Protection Regulation.,2020,Canadian Institutes of Health Research.
Scaling predictive modeling in drug development with cloud computing.,2015,Vetenskapsrådet| eSSENCE
Manipulation With Domino Effect for Cache- and Buffer-Enabled Social IIoT: Preserving Stability in Tripartite Graphs,2020,National Natural Science Foundation of China| Joint Ph.D. program of double first rate construction disciplines of CUMT| National Key Research and Development Program| Natural Science Foundation of Jiangsu Province| the Fundamental Research and Development Foundation of Jiangsu Province| Newton Prize 2017| Natural Science Foundation of Jiangsu province of China
Blockchain Technology: Is It a Good Candidate for Securing IoT Sensitive Medical Data?,2018,University of Evry Val dEssonne
Computational Building Information Modelling for construction waste management: Moving from rhetoric to reality,2017,Hong Kong Innovation and Technology Commission (ITC)| National Natural Science Foundation of China (NSFC)| Hong Kong Research Grant Council (RGC)
Measuring consumer well-being from using free-of-charge digital services. The case of navigation apps.,2021,European Commission| European Commission Joint Research Centre
Ultrasonographic data of cervical nerve roots diameter in 100 healthy adults.,2019,Japan Agency for Medical Research and Development
Integration of evidence across human and model organism studies: A meeting report.,2021,NIDA NIH HHS| NIMH NIH HHS| The University of Tennessee Center for Integrative and Translational Genomics| NIAAA NIH HHS| NCATS NIH HHS
Crowdsourcing Precision Cerebrovascular Health: Imaging and Cloud Seeding A Million Brains Initiative™.,2016,National Institute of Neurological Disorders and Stroke
Maintaining consistency between CAD elements in collaborative design using association management and propagation,2014,Consortium for Research and Innovation in Aerospace in Quebec| Natural Sciences and Engineering Research Council of Canada
Compressed 3D Image Information and Communication Security,2018,“Strategic Priority Research Program (B)” of the Chinese Academy of Sciences| National Natural Science Foundation of China| Science and Technology Commission of Shanghai Municipality| National Key Research and Development Program of China
Implementing extreme weather event advice and guidance in English public health systems.,2017,NERC PURE Associates: Harnessing Science for Improved Risk Assessment
Pufferfish: A framework for mathematical privacy definitions,2014,Google| National Science Foundation
A collaborative resource platform for non-human primate neuroimaging.,2020,Wellcome Trust| Biotechnology and Biological Sciences Research Council
The Common Assessment Framework: the impact of the lead professional on families and professionals as part of a continuum of care in England,2014,Department for Education
Health & Demographic Surveillance System Profile: The Nairobi Urban Health and Demographic Surveillance System (NUHDSS),2015,Wellcome Trust
Informatics and data mining tools and strategies for the human connectome project.,2011,NIMH NIH HHS| NINDS NIH HHS| Medical Research Council| NCRR NIH HHS| Biotechnology and Biological Sciences Research Council| NIBIB NIH HHS
Structural covariance model reveals dynamic reconfiguration of triple networks in autism spectrum disorder,2016,863 project| National Natural Science Foundation of China
Mensch &amp; Computer - Dynamic indoor navigation and orientation system for people with impairments,2020,European Social Fund (ESF)
Novel scheelite-type [Ca0.55(Nd1-xBix)0.3]MoO4 (0.2 ≤ x ≤ 0.95) microwave dielectric ceramics with low sintering temperature,2020,State Key Laboratory of Electrical Insulation and Power Equipment
Findings from the Adjuvant Colon Cancer End Points (ACCENT) Collaborative Group: the Power of Pooled Individual Patient Data from Multiple Clinical Trials,2016,National Cancer Institute| National Center for Advancing Translational Sciences
Engineering  Human  and Legal Challenges of Navigation Systems for Personal Mobility,2017,European Marie Curie Skłodowska Actions fellowships for the smartWALK project
How Privacy Concerns  Trust and Risk Beliefs  and Privacy Literacy Influence Users' Intentions to Use Privacy-Enhancing Technologies: The Case of Tor,2020,German Federal Ministry of Education and Research
Procrustean beds and empty boxes: On the magic of creating environmental data,2019,Akademie Věd České Republiky
MtMR: Ensuring MapReduce Computation Integrity with Merkle Tree-Based Verifications,2018,National Natural Science Foundation of China| Open Fund of the Chinese Key Laboratory of the Grain Information Processing and Control| Fundamental Research Funds for the Central Universities
An Overview of Energy-Efficient Hardware Accelerators for On-Device Deep-Neural-Network Training,2021,Institute for Information & Communications Technology Promotion (IITP) grant| Korea Government
