title,year published,funders
Strengths and limitations of high-throughput sequencing for the diagnosis of inherited bleeding and platelet disorders.,2020,KU Leuven
Ciphertext-Policy Attribute-Based Encryption With Delegated Equality Test in Cloud Computing,2018,13th Five-Year Plan of National Cryptography Development Fund for Cryptographic Theory of China| Fundamental Research Funds for the Central Universities| Science and Technology Project of Guangdong Province| National Science Foundation of China
DCUS: Evaluating Double-Click-Based Unlocking Scheme on Smartphones,2021,National Natural Science Foundation of China
Multi-pollutant mobile platform measurements of air pollutants adjacent to a major roadway.,2014,NIEHS NIH HHS
Sexual and gender minority youth's perspectives on sharing de-identified data in sexual health and HIV prevention research.,2019,NCATS NIH HHS| NIMHD NIH HHS
Versatile lightweight key distribution for big data privacy in vehicular ad hoc networks,2015,National Natural Science Foundation of China| Natural Science Foundation of Beijing Municipality| Shanghai NSF| Shanghai Chen Guang Program| National Key Basic Research Program
RFID-Based Object-Centric Data Management Framework for Smart Manufacturing Applications,2019,EU PickNPack
Optimization of consistency-based multiple sequence alignment using Big Data technologies,2018,MEyC-Spain
AsiaJCIS - Improved Proxy Re-encryption Scheme with Equality Test,2021,Ministry of Science and Technology
Securing the future of research computing in the biosciences.,2019,Wellcome Trust
Data protection  information governance and the potential erosion of ethnographic methods in health care?,2021,Applied Research Collaboration| North East and North Cumbria| Versus Arthritis| National Institute of Health Research
Messages from the first International Conference on Clinical Metagenomics (ICCMg).,2017,Geneva University Hospitals| BioMérieux| Synlab| MAAT Pharma| Campus Biotech Foundation| Pathoquest| bioMérieux| Ferring| Swiss National Fund| Enterome| Roche| Seres Therapeutics| Fasteris| Amgen| Becton-Dickinson| Nestlé| DaVolterra
Multicenter Privacy-Preserving Cox Analysis Based on Homomorphic Encryption,2021,National Key Research and Development Program of China| Major Scientific Project of Zhejiang Lab| Fundamental Research Funds for the Central Universities| National Natural Science Foundation of China
CHI PLAY (Companion) - Player Interaction with Procedurally Generated Game Play from Crowd-Sourced data,2019,The European Union's Horizon 2020
An Improved Two-Layer Authentication Scheme for Wireless Body Area Networks.,2018,The Key Fund Project of Sichuan Provincial Department of Education| The Laboratory for Internet of Things and Mobile Internet Technology of Jiangsu Province
Steganography in Modern Smartphones and Mitigation Techniques,2015,Polish National Science Center| European Union
Electronic Medical Record Sharing Solution for Editable Blockchain,2021,Natural Science Foundation of Shaanxi Province| National Natural Science Foundation of China
Enabling Smart Cloud Services Through Remote Sensing: An Internet of Everything Enabler,2014,National Science Foundation| Cisco Systems
CHI - Understanding Fitness Tracker Users' Security and Privacy Knowledge  Attitudes and Behaviours,2020,Natural Sciences and Engineering Research Council of Canada| Canada Research Chairs
Methods  Tools and Current Perspectives in Proteogenomics.,2017,NCI NIH HHS
Data security management and data protection for video conferencing software,2020,Westfälische Wilhelms-Universität Münster
A Large-Scale Evaluation of U.S. Financial Institutions’ Standardized Privacy Notices,2016,Air Force Office of Scientific Research| DoD| “TWC SBE: Option: Frontier: Collaborative: Towards Effective Web Privacy Notice and Choice: A Multi-Disciplinary Prospective.”| National Science Foundation under its Secure and Trustworthy Computing (SaTC) initiative| National Defense Science and Engineering Graduate (NDSEG) Fellowship
Designing Privacy-aware Internet of Things Applications,2020,EPSRC| European Research Council
Machine Learning for Prediction of Posttraumatic Stress and Resilience Following Trauma: An Overview of Basic Concepts and Recent Advances,2019,Deutsche Forschungsgemeinschaft
Security  Privacy  and Reliability in Digital Healthcare Systems Using Blockchain,2021,Taif university
Session Fingerprinting in Android via Web-to-App Intercommunication,2018,European Commission
Toward an Interoperability and Integration Framework to Enable Digital Thread,2018,"Armament Research, Development and Engineering Center"
Understanding migrants in COVID-19 counting: Rethinking the data-(in)visibility nexus,2021,H2020 European Research Council
Systematic reanalysis of genomic data improves quality of variant interpretation.,2018,NHGRI NIH HHS
Downscaling of TRMM3B43 Product Through Spatial and Statistical Analysis Based on Normalized Difference Water Index  Elevation  and Distance From Sea,2017,IDRC-Canada through the sponsorship of the project entitled “Faire-face aux Changements Ensemble: Mieuxs’ adapter aux Changements Climatiques au Canada et en Afrique de l’Ouest”| IRIACC Initiative
MIRACUM: Medical Informatics in Research and Care in University Medicine,2018,FKZ 01ZZ1606A-H
DAC - A Comprehensive Framework for Synthesizing Stencil Algorithms on FPGAs using OpenCL Model,2017,Natural Science Foundation of China
GDPR Compliance Verification in Internet of Things,2020,extend appreciation to the Deanship of Scientific Research at Princess Nourah bint Abdualrahman University for supporting his work through the visiting scholar program| EPSRC| Project title: “PACE: Privacy-aware Cloud Ecosystems.”
Big LIDAR Data in Digital Earth: Ways Out of Dead End,2020,Russian Foundation for Basic Research
Perspectives on Data Analysis in Metabolomics: Points of Agreement and Disagreement from the 2018 ASMS Fall Workshop,2019,NCI NIH HHS| NIH HHS| NIEHS NIH HHS
Building machine learning models without sharing patient data: A simulation-based analysis of distributed learning by ensembling.,2020,Heart and Stroke Foundation of Canada| Calgary Foundation
Sketching algorithms for genomic data analysis and querying in a secure enclave.,2020,NHGRI NIH HHS| NIGMS NIH HHS
Lightweight Searchable Encryption Protocol for Industrial Internet of Things,2021,"Fundo para o Desenvolvimento das Ciências e da Tecnologia| Deanship of Scientific Research, King Saud University| Sichuan Science and Technology Program| National Natural Science Foundation of China"
Machine Learning and Clinical Informatics for Improving HIV Care Continuum Outcomes.,2021,NIMH NIH HHS
A Fine-Grained Attribute Based Data Retrieval with Proxy Re-Encryption Scheme for Data Outsourcing Systems,2018,National Natural Science Foundation of China
Cavity-nest boxes for solitary bees: a century of design and research,2016,"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada"
The COVIDome Explorer researcher portal.,2021,NIGMS NIH HHS| NCATS NIH HHS| NIAMS NIH HHS| NHLBI NIH HHS| NIAID NIH HHS| NCI NIH HHS
Towards Data Markets in Renewable Energy Forecasting,2021,Portuguese funding agency FCT| Operational Program of Human Capital| EU
Non-Hispanic White Mothers' Willingness to Share Personal Health Data With Researchers: Survey Results From an Opt-in Panel.,2020,NIDDK NIH HHS
Association between Air Quality and Sedentary Time in 3270 Chinese Adults: Application of a Novel Technology for Posture Determination,2018,Fundamental Research Funds for Central Universities
Parallel-Based Techniques for Managing and Analyzing the Performance on Semantic Graph,2020,"Deanship of Scientific Research, King Faisal University"
Smart City Services over a Future Internet Platform Based on Internet of Things and Cloud: The Smart Parking Case,2016,European Commission
U-Sphere,2015,Slovenian Research Agency
CIKM - Inspect What Your Location History Reveals About You: Raising user awareness on privacy threats associated with disclosing his location data,2019,CHIST-ERA
The Increasing Urgency for Standards in Basic Biologic Research,2014,Intramural NIH HHS
ICC - A case study on monitoring and geolocation of noise in urban environments using the internet of things,2017,"Fondo Nacional de Financiamiento para la Ciencia, la Tecnología y la Innovación Francisco José de Caldas"
WWW (Companion Volume) - Investigating Similarity Between Privacy Policies of Social Networking Sites as a Precursor for Standardization,2015,Research Councils UK Digital Economy Programme Web Science Doctoral Training Centre University of Southampton
Understanding Philippine national agency's commitment on data privacy act of 2012: a case study perspective,2018,VCRI - De La Salle University
The use of external controls: To what extent can it currently be recommended?,2021,Global Alliance for TB Drug Development non-profit organization| Innovative Medicines Initiative 2 Joint Undertaking| Springworks Therapeutics Inc| EFPIA and Children's Tumor Foundation| European Union's Horizon 2020 research and innovation programme
A Structural-Lexical Measure of Semantic Similarity for Geo-Knowledge Graphs,2015,Science Foundation Ireland
High-resolution digital brain atlases: a Hubble telescope for the brain.,2011,NIMH NIH HHS
The National Ecological Observatory Network’s soil metagenomes: assembly and basic analysis,2021,National Science Foundation
Decentralized Data Aggregation: A New Secure Framework Based on Lightweight Cryptographic Algorithms,2021,"Ministry of Science and Technology, Taiwan"
A metadata schema for data objects in clinical research.,2016,EU H2020
MUM - “You just can’t know about everything”: Privacy Perceptions of Smart Home Visitors,2020,Deutsche Forschungsgemeinschaft| German Federal Ministry of Education and Research
Evolution of a transboundary landscape approach in the Hindu Kush Himalaya: key learnings from the Kangchenjunga landscape.,2019,ICIMOD| German Federal Ministry for Economic Cooperation and Development| Austrian Development Agency
SIGIR - A Test Collection for Ad-hoc Dataset Retrieval,2021,Japan Science and Technology Agency| Japan Society for the Promotion of Science
BDDT: use blockchain to facilitate IoT data transactions,2020,111 Project| National Natural Science Foundation of China| Sichuan science and technology program| Fundamental Research Funds for the Central Universities| Project on Public Safety Risk Prevention and Control and Emergency Technical Equipment
CHI Extended Abstracts - Social Media as a Passive Sensor in Longitudinal Studies of Human Behavior and Wellbeing,2019,Intelligence Advanced Research Projects Activity (IARPA)
Research Networking Systems: The State of Adoption at Institutions Aiming to Augment Translational Research Infrastructure.,2014,NCRR NIH HHS| NCATS NIH HHS
Network Information Technology Application Based on Blockchain,2020,CERN
Privacy protection in mobile crowd sensing: a survey,2019,Aalto University
A biobank to support HIV malignancy research for sub-Saharan Africa.,2016,NCI NIH HHS
TollsOnly Please – Homomorphic Encryption for Toll Transponder Privacy in Internet of Vehicles,2021,National Science Foundation| DoD Center of Excellence in Artificial Intelligence and Machine Learning CoEAIML
Based on Hadoop's tech big data combination and mining technology framework,2018,Science and Technology Planning Project of Guangdong Province| the special innovation project of Educational Commission of Guangdong Province| E-business innovation and entrepreneurship course project of Guangdong
Harnessing Vehicle-to-Vehicle Communications for 3G Downloads on the Move,2014,China 863 Program
Complex image recognition algorithm based on immune random forest model,2020,National Key Research and Development Program of China| Shanghai Science and Technology Innovation Action Plan Project| National Natural Science Foundation of China| program for tackling key problems in Henan science and technology
GLOBECOM - Multi-Dimensional Contract-Matching for Federated Learning in UAV-Enabled Internet of Vehicles,2020,"Singapore Ministry of Education (MOE)| Alibaba Group through Alibaba Innovative Research (AIR) Program and Alibaba-NTU Singapore Joint Research Institute (JRI)| NRF National Satellite of Excellence, Design Science and Technology for Secure Critical Infrastructure NSoE| Wallenberg AI, Autonomous Systems and Software Program and Nanyang Technological University (WASP/NTU)| National Research Foundation (NRF), Singapore, under Singapore Energy Market Authority (EMA), Energy Resilience"
Stream temperature data collection standards for Alaska: Minimum standards to generate data useful for regional-scale analyses,2015,Western Alaska Landscape Conservation Cooperative
Is digital health care more equitable? The framing of health inequalities within England's digital health policy 2010-2017,2019,Wellcome Trust
Networks Models of Actin Dynamics during Spermatozoa Postejaculatory Life: A Comparison among Human-Made and Text Mining-Based Models.,2016,MarieSkłodowska-Curie
Privacy Preserving RBF Kernel Support Vector Machine,2014,NHLBI NIH HHS| NLM NIH HHS
A Correlation Sorting-LSTM Method for High Accuracy Short-term Load Forecasting based on Smart Meter Data,2020,Science and Technology
SIGIR - Employing Personal Word Embeddings for Personalized Search,2020,National Natural Science Foundation of China| Beijing Outstanding Young Scientist Program
Deep) FAIR mathematics,2020,Deutsche Forschungsgemeinschaft| Horizon 2020 Framework Programme
Making Big Data Open in Edges: A Resource-Efficient Blockchain-Based Approach,2019,National Basic Research Program of China| National Natural Science Foundation of China
Parametric Space-Time Detection and Range Estimation of Point-Like Targets in Partially Homogeneous Environment,2020,National Natural Science Foundation of China| Chinese Academy of Sciences President&#x0027;s International Fellowship Initiative
Suffix-based double reader tag movement RFID anti-collision method,2021,Training Programme Foundation for the Talents by Kunming university of science and technology| National Natural Science Foundation of China| Transformation Program of Scientific and Technological Achievements of Jiangsu Provence
A Cloud-Based Wireless Radio Intensity Recording System,2019,"Ministry of Science and Technology, R.O.C."
Facilitating reproducible research through direct connection of data analysis with manuscript preparation: StatTag for connecting statistical software to Microsoft Word.,2020,Northwestern University Clinical and Translational Sciences Institute| National Institutes of Health’s National Center for Advancing Translational Sciences
Current and future transboundary water cooperation over the YarlungZangbo/Brahmaputra River basin: from an interdisciplinary perspective,2021,None
Angular power spectrum of heavy ion collisions,2019,Conselho Nacional de Desenvolvimento Científico e Tecnológico| Danmarks Grundforskningsfond
Proactive Content Caching at Self-Driving Car Using Federated Learning with Edge Cloud,2021,Institute for Information & communications Technology Planning & Evaluation (IITP)
CCNC - Mitigating Data Poisoning Attacks On a Federated Learning-Edge Computing Network,2021,NNSA| NSF CNS
JCDL - Seeking Justification: How Expert Reviewers Validate Empirical Claims with Data Annotations,2020,National Science Foundation| Robert Wood Johnson Foundation
DP-FL: a novel differentially private federated learning framework for the unbalanced data,2020,National and provincial program supporting projects of Shenzhen| National Natural Science Foundation of China| National Key Research and Development Program of China| Basic Research Project of Shenzhen
Demographic and prosocial intrapersonal characteristics of biobank participants and refusers: the findings of a survey in the Netherlands.,2020,Nederlandse Organisatie voor Wetenschappelijk Onderzoek
"A Climate Service for Ecologists: Sharing pre-processed EUROCORDEX
Regional Climate Scenario Data using the eLTER
Information System",2020,Horizon 2020
A tutorial for software development in quantitative proteomics using PSI standard formats.,2013,Biotechnology and Biological Sciences Research Council
An authorization model for cross-enterprise collaborations,2014,European Commission
Low-cost time-lapse seismic with distributed compressive sensing — Part 1: Exploiting common information among the vintages,2017,Natural Sciences and Engineering Research Council of Canada
The Next Decade of Big Data in Ecosystem Science,2016,NSF-LTER grant| NSF-MSB grant
Using Observational Data to Inform HIV Policy Change for Children and Youth.,2018,NIAID NIH HHS| NICHD NIH HHS
Say No to Price Discrimination: Decentralized and Automated Incentives for Price Auditing in Ride-hailing Services,2020,National Natural Science Foundation of China| China National Key Research and Development Plan
Magnetic resonance imaging standardization for accurate grading of cerebral gliomas,2021,National Natural Science Foundation of China| Scientific and Technological Research Project of Henan Province
Efficient Privacy-Preserving Certificateless Provable Data Possession Scheme for Cloud Storage,2019,"Fundamental Research Funds for the Central Universities, CHD| Natural Science Foundation of Shaanxi Province"
Offenheit in der IT: Herausforderung und Chance zu Veränderungen,2021,Hochschule Darmstadt University of Applied Sciences
Data Trusted Sharing Delivery: A blockchain assisted software-defined content delivery network,2021,Key R and D Program of Hebei Province
Employee Classification for Personalized Professional Training Using Machine Learning Techniques and SMOTE,2021,Erasmus
The rise of large-scale imaging studies in psychiatry.,2014,NIMH NIH HHS| NIBIB NIH HHS
A unified platform to manage  share  and archive morphological and functional data in insect neuroscience,2021,Air Force Office of Scientific Research| Norwegian Research Council| Julius-Maximilians-Universität Würzburg| Swedish Research Council| Freie Universität Berlin| H2020 European Research Council| Deutsche Forschungsgemeinschaft| Zukunftskolleg University of Konstanz
A Variable Impacts Measurement in Random Forest for Mobile Cloud Computing,2017,"Ministry of Science, ICT and Future Planning"
A High-Performance Double-Layer Counting Bloom Filter for Multicore Systems,2015,"Ministry of Science and Technology, Taiwan"
AMIA - Biomedical Research Cohort Membership Disclosure on Social Media.,2020,NHGRI NIH HHS| NIH HHS
Assessment of Infrastructure Vulnerability to Tsunamis upon the Coastal Zone of Oman Using GIS,2020,Sultan Qaboos University
Contact Duration Aware Data Replication in DTNs with Licensed and Unlicensed Spectrum,2016,US National Science Foundation
GIR@SIGSPATIAL - Template-Based Question Answering over Linked Geospatial Data,2018,Horizon 2020 Marie Sklodowska-Curie Innovative Training Network WDAqua
SenSys - Participatory sound meter calibration system for mobile devices: poster abstract,2020,Academia Sinica| Ministry of Science and Technology of Taiwan
No More Sources?,2016,Economic and Social Research Council (ESRC)
IoT Public Fog Nodes Reputation System: A Decentralized Solution Using Ethereum Blockchain,2019,"Center for Cyber-Physical Systems, Khalifa University of Science and Technology, UAE"
Admission Control-Based Multichannel Data Broadcasting for Real-Time Multi-Item Queries,2014,"Research Grants Council of the Hong Kong Special Administrative Region, China"
Monthly-averaged maps of surface BRDF parameters in ten spectralbands for land and water masses,2018,European Commission
Audio Public opinion Analysis Model based on heterogeneous Neural Network,2021,Research and Development| Ministry of Education
In-situ microphysical characterization of low-level clouds in the Finnish sub-Arctic  extensive dataset,2021,Natural Environment Research Council| Koneen Säätiö| Horizon 2020| Academy of Finland| NordForsk
Anticipating care needs of patients after discharge from hospital: Frail and elderly patients without physiological abnormality on day of admission are more likely to require social services input.,2017,Health Foundation
Trans-Proteomic Pipeline  a standardized data processing pipeline for large-scale reproducible proteomics informatics.,2015,Medical Research Council| NHGRI NIH HHS| NIGMS NIH HHS| NIBIB NIH HHS
Willingness of older adults to share data and privacy concerns after exposure to unobtrusive in-home monitoring.,2013,NIA NIH HHS
Mobilities in Network Topology and Simulation Reproducibility of Sightseeing Vehicle Detected by Low-Power Wide-Area Positioning System,2020,"Cabinet Office, Government of Japan"
The Death of VertNet Has Been Greatly Exaggerated But We Still Archive,2018,National Science Foundation
Practical approaches to big data privacy over time,2018,National Science Foundation
BioCreative V BioC track overview: collaborative biocurator assistant task for BioGRID.,2016,Biotechnology and Biological Sciences Research Council| NIH HHS| NIGMS NIH HHS
MassCascade: Visual Programming for LC-MS Data Processing in Metabolomics.,2014,Funded Access
Phase Retrieval From 4-Dimensional Electron Diffraction Datasets,2021,European Research Council
Privacy-Preserving Tensor Factorization for Collaborative Health Data Analysis,2019,NCATS NIH HHS| NIGMS NIH HHS
Cohort Profile: The French national cohort of children (ELFE): birth to 5 years.,2019,National Research Agency Investment for the Future| Ministry of Higher Education and Research| French National Institute for Research in Public Health| Ministry of Health; French Agency for Public Health| National Family Allowance Fund| Ministry of Environment| Ministry of Culture
CELEBRITY PERSONA: LEGAL RIGHTS IN MALAYSIA,2020,Universiti Utara Malaysia
A Keyword-Searchable ABE Scheme from Lattice in Cloud Storage Environment,2019,Natural Science Foundation of Shaanxi Province| National Natural Science Foundation of China
Shared additive genetic variation for alcohol dependence among subjects of African and European ancestry.,2017,NIMH NIH HHS| RWJF Amos Medical Faculty Development Program| National Institute on Alcohol Abuse and Alcoholism (NIAAA)| National Institute on Mental Health| Harry Wm. and Diana V. Hind Distinguished Professor in Pharmaceutical Sciences II| Sandler Family Foundation| NHLBI NIH HHS| NHGRI NIH HHS| NIAAA NIH HHS| NIDA NIH HHS| American Asthma Foundation
The OCHIN Community Information Network: Bringing Together Community Health Centers  Information Technology  and Data to Support a Patient-Centered Medical Village,2013,NHLBI NIH HHS| NLM NIH HHS| PHS HHS
Protecting Mental Health Data Privacy in India: The Case of Data Linkage With Aadhaar.,2021,NIMH NIH HHS
How to use relevant data for maximal benefit with minimal risk: digital health data governance to protect vulnerable populations in low-income and middle-income countries.,2019,NHGRI NIH HHS| NICHD NIH HHS| Wellcome Trust
A new structure for representing and tracking version information in a deep time knowledge graph,2020,National Science Foundation
Multi-Keyword Searchable and Verifiable Attribute-Based Encryption over Cloud Data,2021,Innovation Capability Support Program of Shaanxi| OPPO Research Fund| National Natural Science Foundation of China| Key Research and Development Program of Shaanxi| Shaanxi Special Support Program Youth Top-notch Talent Program
Even obligate symbioses show signs of ecological contingency: Impacts of symbiosis for an invasive stinkbug are mediated by host plant context.,2019,"Division of Intramural Research, National Institute of Allergy and Infectious Diseases| National Institute of Food and Agriculture"
‘You should at least ask’. The expectations  hopes and fears of rare disease patients on large-scale data and biomaterial sharing for genomics research,2016,Medical Research Council
Secure SVM Training Over Vertically-Partitioned Datasets Using Consortium Blockchain for Vehicular Social Networks,2020,National Basic Research Program of China| National Natural Science Foundation of China| Natural Science Foundation of Beijing Municipality| China National Funds for Distinguished Young Scientists| Beijing Outstanding Young Scientist Program
Yale school of public health symposium on lifetime exposures and human health: the exposome; summary and future reflections.,2017,National Eye Institute| National Institute on Alcohol Abuse and Alcoholism| NIH Office of the Director| NIH HHS| National Institute of Environmental Health Sciences| NEI NIH HHS| NIAAA NIH HHS| NIEHS NIH HHS
Does the interaction between partnership status and average progesterone level predict women's preferences for facial masculinity?,2018,ERC
A Privacy Preserving Authentication Scheme for Roaming in IoT-Based Wireless Mobile Networks,2020,King Abdulaziz University
Genetic and Genomic Consultation: Are We Ready for Direct-to-Consumer Telegenetics?,2018,Ministry of Science and Technology of the People's Republic of China| Universidade de Macau
REAL ID: privacy concerns still a factor  but weakly so,2020,"Montana Department of Justice, Motor Vehicle Division"
The Impact of E-Learning on Adherence to Guidelines for Acute Gastroenteritis: A Single-Arm Intervention Study,2015,NICHD NIH HHS
Semantic Traffic Sensor Data: The TRAFAIR Experience,2020,Connecting Europe Facility| Government of Aragon
Tsogolo la Thanzi: A Longitudinal Study of Young Adults Living in Malawi's HIV Epidemic,2019,National Institute of Child Health and Human Development| NICHD NIH HHS
Converting Access Microbiology to an open research platform: community survey results.,2021,Howard Hughes Medical Institute| Wellcome Trust
Scaling resolution of variant classification differences in ClinVar between 41 clinical laboratories through an outlier approach.,2018,NHGRI NIH HHS
Εnhancing social networking in smart cities: Privacy and security borderlines,2019,Horizon 2020 - Research and Innovation Framework Programme
Variational Autoencoder Modular Bayesian Networks for Simulation of Heterogeneous Clinical Study Data.,2020,Innovative Medicines Initiative
Structural shape optimization using Cartesian grids and automatic h-adaptive mesh projection,2017,Ministerio de Economía y Competitividad| Generalitat Valenciana
SURVEY ON DATA MANAGEMENT IN RADIATION PROTECTION RESEARCH.,2018,EURATOM research and training programme
The transcription factor prospero homeobox protein 1 is a direct target of SoxC proteins during developmental vertebrate neurogenesis.,2018,Deutsche Forschungsgemeinschaft
A new resource on artificial intelligence powered computer automated detection software products for tuberculosis programmes and implementers,2021,Rijksdienst voor Ondernemend Nederland| Government of Canada
Integrating trust management and access control in data-intensive Web applications,2012,"Air Force Office of Scientific Research| Ministero dell'Istruzione, dell'Università e della Ricerca| Army Research Office| Division of Computer and Network Systems| Division of Computing and Communication Foundations| Seventh Framework Programme"
Genetic Analyses of Alzheimer's Disease in China: Achievements and Perspectives.,2019,Bureau of Frontier Sciences and Education| National Natural Science Foundation of China| Chinese Academy of Sciences
Differentiating Research  Quality Improvement  and Case Studies to Ethically Incorporate Pregnant Women,2017,AHRQ HHS
Charging undocumented migrant children for NHS healthcare: implications for child health.,2019,Wellcome Trust
ARIADNE: A Research Infrastructure for Archaeology,2017,European Union Seventh Framework Programme
CCS - walk2friends: Inferring Social Links from Mobility Profiles,2017,German Federal Ministry of Education and Research
Machine Learning for Predicting Mortality in Transcatheter Aortic Valve Implantation: An Inter-Center Cross Validation Study.,2021,ITEA3
International Charter of principles for sharing bio-specimens and data,2014,Medical Research Council
CCSW@CCS - Privacy-preserving Voice Analysis via Disentangled Representations,2020,EPSRC DADA: Defence Against Dark Artefacts| EPSRC Databox: Privacy-aware Infrastructure for Managing Personal Data| The Saudi Arabian Cultural Bureau in the UK
A Collaborative System for Suitable Wheelchair Route Planning,2018,EU-BR EUBra-BigSea project
Autonomous Operation Control of IoT Blockchain Networks,2021,National Research Foundation of Korea| Institute for Information and Communications Technology Promotion
Strengths and Limitations of Period Estimation Methods for Circadian Data,2014,Biotechnology and Biological Sciences Research Council
Handover Based IMS Registration Scheme for Next Generation Mobile Networks,2017,King Saud University
CinC - Noninvasive fetal ECG: The PhysioNet/Computing in Cardiology Challenge 2013,2013,NIGMS NIH HHS| NIBIB NIH HHS
The Adoption of Cloud Computing in the Field of Genomics Research: The Influence of Ethical and Legal Issues,2016,National Sciences and Engineering Research Council
Efficient Exploration of Interesting Aggregates in RDF Graphs,2021,Agence Nationale de la Recherche| European Research Council
Improving data availability for brain image biobanking in healthy subjects: Practice-based suggestions from an international multidisciplinary working group,2017,Medical Research Council| Wellcome Trust| NIA NIH HHS| NIBIB NIH HHS
IGARSS - Africa Regional Data Cube (ARDC) is Helping Countries in Africa Report on the Sustainable Development Goals (SDGS),2020,NASA Langley Research Center
mzTab-M: A Data Standard for Sharing Quantitative Results in Mass Spectrometry Metabolomics.,2019,NIGMS NIH HHS| Biotechnology and Biological Sciences Research Council
Contemporary Insights Into the Genetics of Hypertrophic Cardiomyopathy: Toward a New Era in Clinical Testing?,2020,Department of Health
Collection of pregnancy outcome records following infertility-challenges and possible solutions.,2016,NICHD NIH HHS
SACMAT - Effectively Enforcing Authorization Constraints for Emerging Space-Sensitive Technologies,2019,National Science Foundation
Gene Expression Studies for the Development of Particle Therapy.,2018,NIAID NIH HHS| NIBIB NIH HHS
Reading Profiles in Multi-Site Data With Missingness,2018,NCRR NIH HHS| NICHD NIH HHS
Methods  models  mechanisms and metadata: Introducing the Nanotoxicology collection at F1000Research.,2021,University of Birmingham
HDR UK supporting mobilising computable biomedical knowledge in the UK.,2020,Medical Research Council
Northwestern University Schizophrenia Data and Software Tool (NUSDAST).,2013,NCRR NIH HHS| NIMH NIH HHS| NIGMS NIH HHS
Systematic review of literature and analysis of big data from the National Health Insurance System on primary immunodeficiencies in Korea,2020,National Research Foundation of Korea| Ministry of Education
PKR: A Kinase to Remember,2019,"Israel Science Foundation| Ministry of Health, State of Israel| Ministry of Science and Technology, Israel"
The impact of peer review on the contribution potential of scientific papers.,2021,DARPA
Impact of DNA extraction on whole genome sequencing analysis for characterization and relatedness of Shiga toxin-producing Escherichia coli isolates.,2020,"The Belgian Federal Public Service of Health, Food Chain Safety and Environment| Sciensano"
GTFS bus stop mapping to the OSM network,2020,IWT
Implementation of Systematic Community Resource Referrals at Small Primary Care Practices to Promote Cardiovascular Disease Self-Management.,2019,AHRQ HHS
Information and communication technology enabling partnership in person-centred diabetes management : Building a theoretical framework from an inductive case study in the Netherlands,2019,"Brocher Foundation| Foundation for Prevention, Early Diagnostics, and E-health| NWO KIEM"
Robust Single-Trial EEG-Based Authentication Achieved with a 2-Stage Classifier,2020,Horizon 2020| Fonds Wetenschappelijk Onderzoek| KU Leuven| Interuniversitary Attraction Poles Programme - Belgian Science Policy| Herculesstichting
PsyCuraDat: Designing a User-Oriented Curation Standard for Behavioral Psychological Research Data.,2021,Bundesministerium für Bildung und Forschung
TEEM - Seven principles to foster privacy and security in educational tools: Local Educational Data Analytics,2020,"Secretariat of Universities and Research of the Department of Business and Knowledge of the Generalitat de Catalunya, and Ramon Llull Univ"
Incremental Pose Map Optimization for Monocular Vision SLAM Based on Similarity Transformation.,2019,The Industrial Technology Development Program
Cloud-Based Malware Detection Game for Mobile Devices with Offloading,2017,National Natural Science Foundation of China| NPRP| CCF| Qatar Foundation| Qatar National Research Fund
SIGMOD Conference - Correlation Sketches for Approximate Join-Correlation Queries,2021,DARPA| NSF (National Science Foundation)
Health Data Processes: A Framework for Analyzing and Discussing Efficient Use and Reuse of Health Data With a Focus on Patient-Reported Outcome Measures.,2019,Department of Health
Integrative Data Mining  Scaffold Analysis  and Sequential Binary Classification Models for Exploring Ligand Profiles of Hepatic Organic Anion Transporting Polypeptides.,2018,Austrian Science Fund FWF
Constructing a Guided Filter by Exploiting the Butterworth Filter for ECG Signal Enhancement,2017,The Foundation for Distinguished Young Scholars of Hebei Province| The Natural Science Foundation of Hebei Province| The Science and Technology Research Project for Universities and Colleges in Hebei Province| National Natural Science Foundation of China
Navigating social and ethical challenges of biobanking for human microbiome research,2017,CIHR
A Computational Approach for the Prediction of HIV Resistance Based on Amino Acid and Nucleotide Descriptors,2018,Russian Science Foundation
Estimating the Soil Erosion Cover-Management Factor at the European Part of Russia,2021,Russian Science Foundation
Accelerating Regulatory Progress in Multi-Institutional Research,2014,NCI NIH HHS| AHRQ HHS
Will the Eu Data Protection Regulation 2016/679 Inhibit Critical Care Research?,2018,European Commission
Framework for WASH Sector Data Improvements in Data-Poor Environments  Applied to Accra  Ghana,2018,Department for International Development
Deep-Learning Methods for Parallel Magnetic Resonance Imaging Reconstruction: A Survey of the Current Approaches  Trends  and Issues,2020,NHLBI NIH HHS| NIBIB NIH HHS
Leveraging word embeddings and medical entity extraction for biomedical dataset retrieval using unstructured texts.,2017,National Institutes of Health
A Study on Drug-Induced Tardive Dyskinesia: Orofacial Musculature Involvement and Patient’s Awareness,2018,NIMH NIH HHS| NIGMS NIH HHS
Usability Evaluation of Four Top-Rated Commercially Available Diabetes Apps for Adults With Type 2 Diabetes.,2020,NCATS NIH HHS
Common data elements in epilepsy research: Development and implementation of the NINDS epilepsy CDE project,2011,NINDS NIH HHS
Robust and Privacy-Preserving Service Recommendation over Sparse Data in Education,2019,National Natural Science Foundation of China
Bioimage analysis workflows: community resources to navigate through a complex ecosystem,2021,Agence Nationale de la Recherche
